Oblast,District,Hromada,Settlement,Population_2001
Вінницька,Жмеринський,Северинівська,Мельники,22
Вінницька,Жмеринський,Северинівська,Олександрівка,891
Вінницька,Жмеринський,Северинівська,Повал,94
Вінницька,Жмеринський,Северинівська,Рожепи,274
Вінницька,Жмеринський,Северинівська,Сербинівці,1194
Вінницька,Жмеринський,Северинівська,Северинівка,1856
Вінницька,Жмеринський,Северинівська,Шевченкове,131
Вінницька,Жмеринський,Северинівська,Слобода-Чернятинська,277
Вінницька,Жмеринський,Северинівська,Слобода-Межирівська,640
Вінницька,Жмеринський,Северинівська,Стодульці,709
